INVOICE_ID,FINAL_AMOUNT,DISCOUNT_AMOUNT,ISSUE_DATE,ISSUE_TIME,ORDER_ID
I000083,0,0,2009-06-10,18:50:08,O052008
I000084,0,0,2017-12-01,10:32:00,O075157
I000085,0,0,2024-07-28,12:22:00,O033278
I000086,0,0,2018-10-20,12:39:00,O044561
I000087,0,0,2021-03-12,12:54:00,O032760
I000088,0,0,2015-11-02,08:21:00,O025218
I000089,0,0,2024-11-16,07:04:57,O069188
I000090,0,0,2006-02-14,09:02:42,O036987
I000091,0,0,2024-12-12,17:38:12,O085388
I000092,0,0,2023-05-27,10:37:00,O100278
I000093,0,0,2018-10-10,16:07:31,O035109
I000094,0,0,2022-02-25,12:47:03,O064001
I000095,0,0,2023-07-08,15:28:00,O071253
I000096,0,0,2020-07-15,18:19:00,O010772
I000097,0,0,2010-12-21,14:22:28,O037654
I000098,0,0,2024-08-02,06:49:00,O069138
I000099,0,0,2012-08-03,14:56:00,O064836
I000100,0,0,2021-09-17,06:38:03,O024801
I000101,0,0,2023-06-20,11:33:00,O033599
I000102,0,0,2011-09-27,07:14:00,O087447
I000103,0,0,2023-04-27,15:22:42,O066378
I000104,0,0,2024-09-27,10:01:59,O050095
I000105,0,0,2008-08-05,17:33:00,O100422
I000106,0,0,2024-03-12,14:20:00,O025859
I000107,0,0,2011-12-13,16:02:05,O043138
I000108,0,0,2014-12-11,08:58:40,O067689
I000109,0,0,2016-08-12,06:39:00,O080920
I000110,0,0,2021-07-05,14:49:00,O030496
I000111,0,0,2024-12-09,08:18:00,O077357
I000112,0,0,2023-04-07,14:28:18,O090874
I000113,0,0,2015-03-02,06:43:00,O073134
I000114,0,0,2019-08-29,07:37:31,O037263
I000115,0,0,2013-03-13,07:24:00,O058971
I000116,0,0,2023-01-03,07:40:25,O023770
I000117,0,0,2023-11-24,12:35:01,O044152
I000118,0,0,2019-11-08,18:23:00,O096691
I000119,0,0,2020-12-11,14:25:00,O095863
I000120,0,0,2018-11-18,10:48:00,O075279
I000121,0,0,2024-06-18,10:10:00,O075431
I000122,0,0,2024-09-26,08:17:00,O078839
I000123,0,0,2021-12-27,17:09:00,O051297
I000124,0,0,2008-05-15,15:48:19,O095431
I000125,0,0,2019-04-06,11:44:49,O040040
I000126,0,0,2022-01-04,10:16:09,O005710
I000127,0,0,2015-04-10,13:04:19,O028574
I000128,0,0,2022-02-18,15:36:18,O050332
I000129,0,0,2022-09-04,17:38:05,O036773
I000130,0,0,2024-07-30,18:22:25,O095018
I000131,0,0,2022-12-19,11:42:00,O001995
I000132,0,0,2005-03-26,08:49:00,O017288
I000133,0,0,2005-10-08,12:11:00,O073604
I000134,0,0,2009-02-14,07:57:21,O023688
I000135,0,0,2019-03-27,15:31:00,O059476
I000136,0,0,2019-05-25,13:31:03,O025663
I000137,0,0,2022-05-09,13:50:51,O062329
I000138,0,0,2021-08-13,18:05:21,O023150
I000139,0,0,2017-05-13,08:51:00,O078518
I000140,0,0,2016-11-14,09:26:00,O038007
I000141,0,0,2015-09-23,12:24:28,O090231
I000142,0,0,2020-10-16,14:20:00,O097398
I000143,0,0,2009-12-03,13:57:49,O058701
I000144,0,0,2019-09-20,17:31:00,O092159
I000145,0,0,2017-08-05,11:05:19,O027553
I000146,0,0,2016-06-05,13:01:00,O052569
I000147,0,0,2023-08-24,13:52:00,O057862
I000148,0,0,2014-02-28,18:56:05,O018927
I000149,0,0,2019-05-31,06:58:00,O091392
I000150,0,0,2022-02-18,11:43:18,O050332
I000151,0,0,2016-07-12,17:11:31,O043258
I000152,0,0,2024-02-25,06:48:40,O006399
I000153,0,0,2011-08-02,17:48:09,O000571
I000154,0,0,2022-10-25,10:38:00,O080038
I000155,0,0,2010-12-28,13:09:16,O021305
I000156,0,0,2024-06-23,12:30:00,O054008
I000157,0,0,2024-07-19,11:59:00,O035427
I000158,0,0,2024-07-04,06:33:00,O025961
I000159,0,0,2007-01-22,15:59:52,O077973
I000160,0,0,2022-11-01,07:44:00,O097019
I000161,0,0,2006-06-21,14:06:48,O060583
I000162,0,0,2022-07-14,18:02:13,O036385
I000163,0,0,2023-12-24,18:07:27,O019660
I000164,0,0,2024-08-30,15:58:50,O070378
I000165,0,0,2015-07-27,10:19:00,O032091
I000166,0,0,2022-10-15,07:45:00,O057762
I000167,0,0,2021-11-25,09:19:03,O067484
I000168,0,0,2018-12-08,17:30:06,O100871
I000169,0,0,2017-07-12,17:41:13,O033454
I000170,0,0,2024-10-14,17:12:50,O091309
I000171,0,0,2024-06-24,06:52:00,O014350
I000172,0,0,2021-09-05,16:31:48,O005373
I000173,0,0,2023-08-01,12:13:00,O027787
I000174,0,0,2022-05-30,11:25:00,O086858
I000175,0,0,2016-07-11,07:08:09,O052318
I000176,0,0,2005-03-16,09:25:00,O003672
I000177,0,0,2017-05-11,18:57:00,O020398
I000178,0,0,2020-04-02,08:50:08,O079844
I000179,0,0,2013-02-24,14:15:12,O096824
I000180,0,0,2020-01-21,13:29:00,O055333
I000181,0,0,2013-10-09,17:13:55,O086423
I000182,0,0,2024-06-15,17:14:34,O040099
I000183,0,0,2024-01-10,09:16:00,O031290
I000184,0,0,2013-06-05,10:34:00,O075272
I000185,0,0,2013-05-06,10:33:01,O070558
I000186,0,0,2019-02-27,16:49:30,O000604
I000187,0,0,2024-03-01,15:27:14,O016579
I000188,0,0,2012-08-19,06:37:23,O023197
I000189,0,0,2021-11-11,18:07:00,O075792
I000190,0,0,2024-09-16,15:12:00,O070591
I000191,0,0,2022-10-18,07:07:00,O090405
I000192,0,0,2007-12-19,15:14:00,O089296
I000193,0,0,2016-08-19,09:01:53,O055659
I000194,0,0,2024-06-30,08:20:00,O023948
I000195,0,0,2021-04-03,14:38:00,O012890
I000196,0,0,2022-10-13,09:24:28,O086137
I000197,0,0,2023-05-31,15:42:25,O071326
I000198,0,0,2024-03-16,12:13:00,O004942
I000199,0,0,2024-05-22,16:38:04,O013000
I000200,0,0,2020-06-13,11:01:34,O088915
I000201,0,0,2018-06-02,06:30:00,O079682
I000202,0,0,2024-07-12,11:19:00,O061339
I000203,0,0,2016-03-26,07:24:00,O086438
I000204,0,0,2024-09-19,16:27:00,O055013
I000205,0,0,2014-07-26,16:53:00,O004092
I000206,0,0,2021-02-23,06:31:00,O075483
I000207,0,0,2021-01-23,12:02:52,O024610
I000208,0,0,2014-05-05,06:49:53,O068384
I000209,0,0,2020-08-22,16:42:55,O054377
I000210,0,0,2023-08-07,10:29:41,O083661
I000211,0,0,2022-05-03,08:31:00,O067671
I000212,0,0,2014-10-28,13:23:00,O091826
I000213,0,0,2017-05-06,11:11:30,O030498
I000214,0,0,2024-01-18,11:21:19,O005561
I000215,0,0,2023-08-20,08:55:42,O021948
I000216,0,0,2022-05-09,08:42:00,O013469
I000217,0,0,2024-07-26,07:15:00,O016099
I000218,0,0,2019-01-07,14:11:36,O083257
I000219,0,0,2024-05-24,11:23:00,O045088
I000220,0,0,2008-03-12,07:16:54,O088047
I000221,0,0,2022-11-07,17:58:19,O031838
I000222,0,0,2015-10-30,14:52:00,O072342
I000223,0,0,2022-08-14,17:33:08,O019736
I000224,0,0,2023-03-25,10:50:00,O028774
I000225,0,0,2021-07-12,12:33:23,O025532
I000226,0,0,2023-10-21,17:11:23,O092061
I000227,0,0,2014-09-09,10:01:00,O077970
I000228,0,0,2020-12-27,16:43:00,O092291
I000229,0,0,2017-10-11,16:39:00,O024906
I000230,0,0,2013-02-09,08:26:00,O044477
I000231,0,0,2017-08-21,18:14:00,O065288
I000232,0,0,2009-11-08,11:08:44,O091248
I000233,0,0,2006-02-14,15:21:00,O027747
I000234,0,0,2020-12-28,13:56:54,O100416
I000235,0,0,2024-05-09,06:47:04,O091982
I000236,0,0,2004-12-14,16:33:34,O093299
I000237,0,0,2012-12-27,17:46:58,O084563
I000238,0,0,2019-08-20,12:29:09,O065332
I000239,0,0,2019-05-31,16:27:00,O081748
I000240,0,0,2009-07-25,11:22:00,O004278
I000241,0,0,2024-04-28,12:31:47,O021285
I000242,0,0,2015-03-06,11:22:00,O035628
I000243,0,0,2015-09-19,15:11:37,O073184
I000244,0,0,2017-03-25,14:15:13,O047264
I000245,0,0,2014-02-24,13:23:13,O086808
I000246,0,0,2016-01-21,17:57:00,O072724
I000247,0,0,2014-02-28,08:29:51,O003317
I000248,0,0,2022-07-15,11:33:55,O007111
I000249,0,0,2024-09-08,13:27:23,O100045
I000250,0,0,2012-05-23,10:42:22,O044114
I000251,0,0,2017-11-13,14:27:21,O045038
I000252,0,0,2016-07-20,13:58:39,O051526
I000253,0,0,2021-08-13,13:40:00,O045006
I000254,0,0,2022-11-17,12:43:00,O035593
I000255,0,0,2017-12-29,07:04:00,O011660
I000256,0,0,2022-01-22,18:42:50,O042568
I000257,0,0,2012-09-03,11:08:00,O097058
I000258,0,0,2023-10-22,07:59:00,O007974
I000259,0,0,2021-09-03,08:15:00,O054132
I000260,0,0,2024-06-07,11:02:05,O054059
I000261,0,0,2018-08-17,12:31:00,O046349
I000262,0,0,2021-06-06,16:47:17,O065589
I000263,0,0,2024-12-12,12:28:15,O063091
I000264,0,0,2012-10-24,10:20:00,O014499
I000265,0,0,2004-11-25,17:18:07,O064579
I000266,0,0,2012-12-12,12:02:00,O080949
I000267,0,0,2005-03-23,09:19:00,O021802
I000268,0,0,2022-02-03,07:13:00,O005182
I000269,0,0,2015-09-16,08:49:00,O041985
I000270,0,0,2006-06-30,13:40:18,O047176
I000271,0,0,2013-02-07,07:25:00,O013278
I000272,0,0,2014-09-19,18:57:26,O018672
I000273,0,0,2020-07-18,16:01:03,O023214
I000274,0,0,2011-07-20,18:19:00,O078343
I000275,0,0,2022-03-12,11:44:06,O075527
I000276,0,0,2016-08-17,13:58:21,O079273
I000277,0,0,2021-11-19,13:52:00,O011311
I000278,0,0,2023-12-14,06:48:20,O061984
I000279,0,0,2016-01-03,07:02:00,O006298
I000280,0,0,2012-07-25,06:36:00,O067940
I000281,0,0,2024-06-27,07:19:00,O057830
I000282,0,0,2018-06-21,16:25:04,O080553
I000283,0,0,2022-11-14,11:54:00,O073609
I000284,0,0,1998-11-29,16:20:09,O079796
I000285,0,0,2018-05-19,17:03:32,O084894
I000286,0,0,2012-12-11,12:30:00,O038957
I000287,0,0,2001-12-31,10:45:00,O046196
I000288,0,0,2024-09-20,16:30:00,O046232
I000289,0,0,2024-09-08,08:26:00,O032982
I000290,0,0,2017-07-21,08:16:00,O094814
I000291,0,0,2019-06-18,16:10:02,O080711
I000292,0,0,2024-10-31,18:47:00,O032109
I000293,0,0,2019-05-21,18:44:00,O032005
I000294,0,0,2014-11-12,15:46:00,O077170
I000295,0,0,2010-10-21,11:51:00,O057274
I000296,0,0,2018-04-09,06:47:00,O050093
I000297,0,0,2024-05-24,07:39:00,O084361
I000298,0,0,2020-03-18,16:16:00,O030826
I000299,0,0,2004-03-16,10:29:00,O039136
I000300,0,0,2017-04-15,17:57:00,O006929
I000301,0,0,2013-05-25,07:06:00,O006543
I000302,0,0,2013-09-03,09:10:00,O026590
I000303,0,0,2017-11-13,17:51:22,O055635
I000304,0,0,2020-03-05,12:43:00,O006582
I000305,0,0,2024-03-03,17:44:19,O062186
I000306,0,0,2022-06-09,15:45:40,O070065
I000307,0,0,2022-12-31,10:34:00,O070553
I000308,0,0,2015-09-25,07:30:00,O055133
I000309,0,0,2012-10-04,17:48:01,O025568
I000310,0,0,2024-06-06,09:58:00,O100290
I000311,0,0,2020-12-23,14:23:36,O023885
I000312,0,0,2024-11-29,13:19:41,O098044
I000313,0,0,2020-09-25,08:55:00,O060966
I000314,0,0,2020-09-17,17:37:00,O026036
I000315,0,0,2023-06-03,16:07:12,O011046
I000316,0,0,2007-03-16,09:07:42,O006201
I000317,0,0,2021-10-25,14:20:00,O028124
I000318,0,0,2017-01-23,11:38:54,O011216
I000319,0,0,2024-02-15,07:20:00,O022664
I000320,0,0,2020-09-05,13:10:18,O071386
I000321,0,0,2022-09-15,12:14:02,O039538
I000322,0,0,2019-08-24,14:06:59,O057345
I000323,0,0,2024-07-21,18:08:00,O021889
I000324,0,0,2024-01-05,17:05:00,O088338
I000325,0,0,2008-06-15,09:45:00,O069292
I000326,0,0,2017-05-02,14:15:00,O053808
I000327,0,0,2023-01-07,17:00:00,O028944
I000328,0,0,2015-05-03,13:18:14,O033799
I000329,0,0,2018-02-21,11:42:37,O045745
I000330,0,0,2020-05-28,14:26:23,O039150
I000331,0,0,2021-12-26,06:54:00,O080009
I000332,0,0,2017-10-04,08:42:00,O076780
I000333,0,0,2019-12-16,06:47:00,O068079
I000334,0,0,2023-03-24,14:50:00,O064376
I000335,0,0,2024-03-18,07:21:26,O016982
I000336,0,0,2024-05-01,06:45:25,O098060
I000337,0,0,2017-05-09,18:43:00,O008400
I000338,0,0,2018-02-22,08:10:00,O100615
I000339,0,0,2021-09-12,13:49:00,O070668
I000340,0,0,2004-07-24,06:51:32,O093847
I000341,0,0,2024-02-10,10:04:00,O006097
I000342,0,0,2023-09-30,12:35:15,O062932
I000343,0,0,2021-09-20,13:10:00,O094011
I000344,0,0,2017-02-14,17:00:24,O070897
I000345,0,0,2006-09-11,08:07:59,O098841
I000346,0,0,2016-04-16,14:44:00,O042352
I000347,0,0,2019-08-23,17:29:45,O080872
I000348,0,0,2016-06-14,13:35:39,O072907
I000349,0,0,2006-03-08,11:22:40,O005279
I000350,0,0,2005-06-08,08:07:00,O000455
I000351,0,0,2010-01-20,08:15:00,O011700
I000352,0,0,2024-06-08,11:04:33,O030120
I000353,0,0,2016-11-22,10:27:00,O012141
I000354,0,0,2023-06-26,12:49:50,O079362
I000355,0,0,2001-09-19,11:43:00,O034384
I000356,0,0,2007-11-19,14:22:00,O012390
I000357,0,0,2024-10-18,09:20:37,O022432
I000358,0,0,2007-01-11,17:10:04,O081558
I000359,0,0,2020-08-10,07:56:00,O027098
I000360,0,0,2012-03-11,17:57:00,O004927
I000361,0,0,2019-10-23,09:13:00,O020540
I000362,0,0,1998-02-04,07:14:00,O030458
I000363,0,0,2021-02-28,10:41:00,O006835
I000364,0,0,2021-08-16,06:30:00,O100692
I000365,0,0,2021-09-18,14:33:00,O045714
I000366,0,0,2010-07-22,13:58:00,O041803
I000367,0,0,2018-10-12,09:25:00,O077696
I000368,0,0,2023-10-08,11:37:09,O022325
I000369,0,0,2019-10-03,07:45:00,O054817
I000370,0,0,2023-01-21,14:35:00,O041887
I000371,0,0,2024-02-21,09:37:41,O016495
I000372,0,0,2024-01-01,10:12:00,O090996
I000373,0,0,2019-02-04,10:06:42,O092363
I000374,0,0,2021-06-02,13:34:42,O044957
I000375,0,0,2002-12-07,14:40:00,O028640
I000376,0,0,2021-03-08,13:11:00,O055503
I000377,0,0,2024-09-08,15:47:43,O058284
I000378,0,0,2024-09-16,17:13:13,O099157
I000379,0,0,2024-06-13,14:31:43,O010293
I000380,0,0,2016-08-11,06:59:00,O041875
I000381,0,0,2017-11-15,13:05:01,O096614
I000382,0,0,2021-04-09,17:44:43,O090166
I000383,0,0,2021-04-10,16:53:59,O010482
I000384,0,0,2009-01-01,08:05:47,O054783
I000385,0,0,2019-08-06,08:32:00,O083797
I000386,0,0,2019-10-22,12:54:00,O040961
I000387,0,0,2024-02-12,12:30:31,O034213
I000388,0,0,2013-03-01,13:24:00,O030601
I000389,0,0,2024-06-08,10:45:44,O041266
I000390,0,0,2020-09-01,18:01:00,O000704
I000391,0,0,2020-02-14,12:00:55,O068846
I000392,0,0,2015-09-23,16:41:22,O008305
I000393,0,0,2020-03-24,12:35:00,O064387
I000394,0,0,2012-06-26,11:26:33,O083373
I000395,0,0,2022-10-21,11:18:02,O075274
I000396,0,0,2023-12-07,16:51:55,O048356
I000397,0,0,2012-03-29,16:49:00,O036079
I000398,0,0,2020-06-30,13:36:00,O076289
I000399,0,0,2004-08-06,15:57:15,O037427
I000400,0,0,2009-01-13,08:22:00,O021892
I000401,0,0,2013-06-27,11:56:48,O013136
I000402,0,0,2022-03-21,17:38:33,O042882
I000403,0,0,2024-05-10,13:50:18,O041910
I000404,0,0,2020-05-03,17:53:00,O100357
I000405,0,0,2024-04-04,17:36:40,O049212
I000406,0,0,2016-09-25,18:28:39,O074130
I000407,0,0,2021-04-01,15:08:00,O001874
I000408,0,0,2023-01-15,16:25:35,O080723
I000409,0,0,2004-06-19,07:35:02,O030293
I000410,0,0,2022-11-16,18:01:50,O099138
I000411,0,0,2022-07-29,17:35:54,O053340
I000412,0,0,2024-09-19,15:41:00,O016012
I000413,0,0,2024-12-10,09:37:52,O034282
I000414,0,0,2020-07-08,07:53:00,O017609
I000415,0,0,2017-02-25,13:58:41,O072027
I000416,0,0,2014-04-03,16:24:11,O039072
I000417,0,0,2017-11-02,08:07:00,O012575
I000418,0,0,2011-05-19,17:22:00,O001436
I000419,0,0,2022-03-21,06:54:00,O026521
I000420,0,0,2016-02-23,17:12:00,O086448
I000421,0,0,2007-04-12,15:04:57,O059464
I000422,0,0,2009-10-25,14:01:00,O064458
I000423,0,0,2008-09-22,09:59:00,O061648
I000424,0,0,2024-12-13,06:47:00,O011338
I000425,0,0,2023-08-26,11:46:00,O065461
I000426,0,0,2023-05-03,09:48:47,O066977
I000427,0,0,2022-08-01,14:31:38,O006947
I000428,0,0,2024-11-23,09:29:00,O070906
I000429,0,0,2008-06-01,14:15:15,O084500
I000430,0,0,2022-03-31,10:08:00,O028988
I000431,0,0,2015-08-17,11:15:00,O060495
I000432,0,0,2022-12-18,17:00:00,O034092
I000433,0,0,2019-07-04,18:49:00,O019735
I000434,0,0,2022-07-14,07:21:00,O026515
I000435,0,0,2015-10-31,06:37:00,O051961
I000436,0,0,2004-10-21,15:33:00,O050603
I000437,0,0,2017-05-18,12:30:39,O018607
I000438,0,0,2023-02-27,18:02:00,O067427
I000439,0,0,2019-09-14,06:50:53,O057714
I000440,0,0,2024-06-01,11:26:47,O035836
I000441,0,0,2012-12-17,18:55:21,O038789
I000442,0,0,2008-09-25,18:01:47,O093136
I000443,0,0,2016-10-09,09:56:00,O012509
I000444,0,0,2024-10-10,06:45:00,O003765
I000445,0,0,2014-05-28,18:41:50,O015823
I000446,0,0,2024-04-23,11:56:54,O028778
I000447,0,0,2020-01-03,17:35:28,O044153
I000448,0,0,2017-09-24,15:23:40,O026536
I000449,0,0,2018-12-30,10:58:00,O066392
I000450,0,0,2021-06-05,08:48:00,O077617
I000451,0,0,2018-08-27,16:02:00,O100645
I000452,0,0,2024-11-03,08:31:00,O008095
I000453,0,0,2017-10-02,08:43:00,O075727
I000454,0,0,2020-10-27,07:58:00,O017309
I000455,0,0,2019-03-27,08:51:00,O083276
I000456,0,0,2023-04-26,06:53:48,O012244
I000457,0,0,2016-11-11,17:58:48,O092823
I000458,0,0,2020-12-29,18:51:57,O059185
I000459,0,0,2020-03-09,07:58:00,O031089
I000460,0,0,2024-03-25,16:08:00,O075096
I000461,0,0,2017-01-12,08:30:36,O016753
I000462,0,0,2006-07-24,13:42:00,O093026
I000463,0,0,2023-08-06,08:24:08,O070426
I000464,0,0,2019-01-15,17:46:00,O098589
I000465,0,0,2020-10-23,17:54:13,O017067
I000466,0,0,2002-01-30,13:16:53,O089768
I000467,0,0,2023-07-14,17:41:36,O083757
I000468,0,0,2023-10-08,12:59:00,O090612
I000469,0,0,2017-03-02,18:50:00,O085264
I000470,0,0,2016-10-31,15:12:44,O073900
I000471,0,0,2024-09-13,17:14:54,O061849
I000472,0,0,2020-08-07,12:30:02,O028125
I000473,0,0,2024-11-22,14:27:00,O064249
I000474,0,0,2020-03-25,09:40:00,O086277
I000475,0,0,2010-11-16,18:28:00,O061178
I000476,0,0,2019-11-03,17:34:14,O058340
I000477,0,0,2007-01-09,16:11:49,O055872
I000478,0,0,2017-06-29,16:12:06,O095302
I000479,0,0,2022-12-29,10:39:00,O079415
I000480,0,0,2024-06-06,08:57:00,O030787
I000481,0,0,2023-09-10,07:56:00,O049865
I000482,0,0,2003-12-28,09:43:30,O030333
I000483,0,0,2023-11-07,17:41:00,O001089
I000484,0,0,2024-11-24,14:43:00,O030191
I000485,0,0,2019-10-02,16:42:37,O062190
I000486,0,0,2019-08-05,15:50:48,O000978
I000487,0,0,2003-02-04,18:55:00,O097111
I000488,0,0,2001-07-28,15:14:06,O099566
I000489,0,0,2024-07-30,16:21:00,O064681
I000490,0,0,2015-08-27,13:47:49,O007651
I000491,0,0,2020-08-16,08:38:25,O018139
I000492,0,0,2016-07-14,16:29:56,O051478
I000493,0,0,2024-07-04,07:46:14,O011371
I000494,0,0,2014-08-20,17:00:39,O011984
I000495,0,0,2024-05-23,17:45:00,O056197
I000496,0,0,2012-02-12,06:46:00,O057756
I000497,0,0,2009-08-23,10:43:03,O052568
I000498,0,0,2010-08-12,17:48:06,O092695
I000499,0,0,2016-01-30,15:32:00,O060142
I000500,0,0,2021-03-03,16:03:00,O013203
I000501,0,0,2015-03-23,17:19:30,O047715
I000502,0,0,2020-04-03,06:59:00,O089611
I000503,0,0,2022-07-10,18:47:00,O061074
I000504,0,0,2022-08-06,15:50:11,O027423
I000505,0,0,2006-01-12,18:44:54,O010318
I000506,0,0,2023-09-26,09:16:00,O097354
I000507,0,0,2024-02-16,07:32:00,O003082
I000508,0,0,2023-10-14,12:32:00,O026753
I000509,0,0,2021-05-14,07:49:57,O053771
I000510,0,0,2024-11-26,10:38:00,O051695
I000511,0,0,2022-12-13,08:24:00,O044731
I000512,0,0,2011-04-22,17:13:46,O025476
I000513,0,0,2023-03-12,13:04:00,O034974
I000514,0,0,2015-05-02,12:16:00,O092184
I000515,0,0,2023-03-30,07:02:00,O066913
I000516,0,0,2017-10-22,10:17:58,O030186
I000517,0,0,2023-07-27,07:47:00,O003215
I000518,0,0,2012-08-25,06:39:00,O098542
I000519,0,0,2024-10-03,08:13:44,O090600
I000520,0,0,2024-11-10,13:12:00,O061958
I000521,0,0,2015-07-07,12:02:00,O035488
I000522,0,0,2022-03-17,10:16:00,O087587
I000523,0,0,2018-11-21,13:32:00,O002992
I000524,0,0,2006-09-09,08:42:00,O041356
I000525,0,0,2023-02-08,12:37:03,O072364
I000526,0,0,2011-07-27,13:03:00,O008184
I000527,0,0,2015-06-18,09:24:00,O034967
I000528,0,0,2024-08-10,17:53:58,O019405
I000529,0,0,2011-02-09,11:37:58,O042047
I000530,0,0,2001-06-22,08:29:00,O065488
I000531,0,0,2023-09-29,16:11:18,O008304
I000532,0,0,2024-10-28,17:52:22,O032499
I000533,0,0,2023-09-21,15:25:45,O011069
I000534,0,0,2016-06-28,17:54:09,O011411
I000535,0,0,2023-10-27,12:49:21,O048782
I000536,0,0,2014-12-13,15:19:09,O006523
I000537,0,0,2013-05-13,14:43:07,O081940
I000538,0,0,2022-10-12,17:03:31,O062510
I000539,0,0,2010-12-07,17:07:43,O001795
I000540,0,0,2011-02-08,16:48:04,O001107
I000541,0,0,2008-07-03,10:01:39,O051593
I000542,0,0,2012-08-18,07:06:25,O022619
I000543,0,0,2021-03-19,17:30:10,O013428
I000544,0,0,2023-10-08,17:11:03,O067077
I000545,0,0,2015-09-22,10:05:59,O030647
I000546,0,0,2024-10-15,13:43:00,O099062
I000547,0,0,2012-12-16,11:10:00,O064738
I000548,0,0,2008-04-01,08:10:27,O027995
I000549,0,0,2021-06-28,06:31:32,O036935
I000550,0,0,2023-09-23,10:22:00,O010725
I000551,0,0,2020-05-29,14:41:00,O001084
I000552,0,0,2021-09-09,11:18:00,O033736
I000553,0,0,2020-09-13,13:05:15,O014266
I000554,0,0,2022-01-06,16:59:59,O023510
