DATE_ACCESSED,TIME_ACCESSED,CUSTOMER_ID,ACCESS_DURATION
2024-08-08,15:40:04,078557,1:53:08
2023-11-10,18:07:55,946639,3:14:47
2023-07-27,17:57:39,453276,2:46:02
2023-03-12,15:28:51,437487,3:39:23
2024-02-18,18:36:48,765811,0:28:04
2023-01-20,04:57:20,183424,3:46:56
2022-12-03,13:38:27,260221,0:26:32
2024-06-23,17:31:00,149311,3:19:52
2024-11-15,01:57:57,669098,2:42:40
2024-08-07,22:20:03,671392,0:19:46
2023-08-13,12:11:25,413827,0:24:06
2023-02-11,03:50:27,415310,1:49:29
2023-05-29,15:10:42,877694,0:56:19
2023-11-05,15:18:05,551085,0:34:02
2024-05-18,03:01:46,675727,1:08:59
2024-10-22,21:19:35,100820,1:40:57
2023-04-24,19:04:03,951133,2:45:03
2023-10-22,20:22:37,878009,1:20:40
2023-06-13,00:05:49,059377,1:50:13
2024-04-29,02:20:39,318548,3:58:06
2024-07-10,10:09:33,915499,3:41:46
2024-01-31,21:13:53,889724,3:08:59
2024-09-26,08:12:07,358876,0:43:13
2024-03-22,00:16:57,725063,3:15:11
2024-09-06,05:08:28,088852,0:24:49
2024-02-20,15:05:36,178966,2:22:48
2023-05-15,11:54:22,043862,0:51:06
2023-02-14,05:28:41,550164,0:14:38
2024-04-08,13:25:02,131603,2:08:37
2024-06-08,16:17:20,162490,3:56:29
2024-06-03,08:07:52,674632,0:47:54
2023-12-13,05:40:53,090965,3:33:21
2023-12-12,17:21:38,155589,1:31:50
2024-08-16,00:58:33,581107,3:02:21
2022-12-29,20:00:16,669884,1:43:57
2024-04-01,04:52:21,141472,0:32:38
2024-05-04,17:09:30,889855,3:06:21
2023-06-18,19:39:30,490267,3:35:28
2023-11-16,12:46:34,383574,1:38:22
2022-11-28,15:16:27,470725,2:12:02
2023-01-10,14:54:06,410471,2:19:04
2023-10-17,00:41:05,504307,2:11:37
2024-04-23,03:46:19,136945,2:41:18
2023-02-14,18:33:21,188805,3:42:02
2023-05-14,02:21:56,260890,1:56:40
2024-03-30,10:06:29,184262,2:06:05
2023-12-25,03:57:42,648012,3:04:08
2023-01-27,17:34:31,213690,3:09:36
2024-10-09,22:39:57,549346,3:02:19
2023-08-30,18:58:28,825426,0:12:56
2024-06-21,13:27:43,713652,3:05:48
2023-09-26,13:36:48,223718,3:15:25
2023-04-16,22:47:28,892746,0:26:38
2023-05-14,04:06:19,818003,3:45:55
2023-02-27,03:20:07,033699,0:30:48
2024-07-05,03:48:20,221244,2:07:45
2023-08-08,02:09:16,408614,0:15:34
2023-02-14,08:57:50,697640,1:31:01
2024-08-08,13:15:16,569395,2:15:21
2023-02-01,23:59:01,983899,0:42:33
2024-06-06,18:34:01,674964,2:54:39
2024-08-09,15:18:07,321833,2:45:53
2024-03-14,13:19:09,184891,0:36:44
2024-02-05,13:14:19,134319,2:34:02
2022-12-28,03:26:20,779926,2:35:21
2024-11-23,08:16:20,299917,1:19:35
2023-03-14,02:43:03,263801,2:29:34
2023-04-27,07:53:31,684674,2:12:50
2024-03-14,11:03:18,596165,2:14:30
2023-01-19,16:10:11,944441,2:02:08
2024-08-06,00:17:24,711686,3:11:54
2023-09-10,21:08:08,419177,2:36:18
2023-05-12,12:06:10,479692,1:15:17
2023-11-13,10:21:55,057811,3:02:54
2024-07-22,13:04:22,918251,2:22:58
2023-10-15,20:54:27,079198,0:55:22
2024-02-09,10:16:46,129938,1:08:27
2023-05-15,15:39:13,972867,0:13:56
2023-09-04,08:06:49,299223,1:36:52
2023-10-10,15:12:07,607406,2:27:27
2024-08-29,19:54:05,025584,2:04:16
2023-04-13,22:33:28,819342,0:29:54
2023-03-26,13:29:55,290810,0:22:23
2023-06-29,06:09:28,349669,3:19:27
2023-11-23,09:58:18,528116,0:21:23
2024-08-02,01:53:51,202952,1:48:06
2023-03-18,19:07:47,250386,1:02:49
2024-01-24,05:28:13,392496,3:35:25
2023-04-17,07:00:03,434779,2:06:18
2023-02-02,16:31:41,270722,3:40:12
2024-07-03,05:12:20,959695,0:16:37
2023-07-31,13:56:28,932595,0:25:39
2022-12-31,09:01:56,448388,3:03:21
2024-02-25,04:08:06,301790,2:46:16
2024-07-04,22:49:41,895808,3:03:04
2024-05-08,13:48:20,164207,2:05:25
2023-04-09,06:15:59,338011,0:37:21
2024-04-12,06:18:33,618494,3:44:00
2024-08-20,08:55:16,342208,2:39:03
2022-12-05,00:08:44,014425,1:02:14
2023-11-26,03:41:20,011127,3:20:56
2024-05-28,09:30:50,746149,3:07:15
2024-01-25,05:58:39,307796,0:50:40
2023-10-22,17:09:09,417145,2:01:13
2023-08-14,11:30:14,575427,1:25:01
2023-08-09,22:02:49,352483,3:47:14
2023-02-09,05:43:38,259033,3:50:39
2024-03-21,18:16:54,129163,3:15:22
2024-07-27,00:46:27,786221,0:45:55
2024-02-21,21:44:04,269660,0:19:45
2024-02-18,20:27:32,917216,1:46:50
2023-09-11,18:59:01,001183,3:01:22
2023-03-09,10:20:18,801378,1:46:05
2023-02-21,16:46:14,696780,3:57:59
2023-12-08,04:45:01,950537,2:14:33
2023-01-02,00:08:20,431869,1:22:03
2023-12-28,18:54:01,568866,0:42:10
2023-07-16,18:28:00,227128,0:30:15
2024-05-10,23:09:46,886711,2:48:13
2024-06-29,02:57:28,395206,3:55:41
2024-03-22,23:06:31,733126,2:16:42
2024-06-27,11:34:55,808709,3:29:28
2023-12-12,01:49:22,726659,3:52:10
2024-10-02,13:56:12,650502,3:44:18
2023-07-26,19:26:33,463924,1:35:27
2023-03-30,12:43:06,554857,3:41:59
2024-05-09,19:32:04,825058,3:27:14
2023-02-20,15:20:20,993720,2:52:24
2024-07-01,22:18:38,298171,2:09:14
2024-06-28,03:24:20,061208,1:56:52
2024-01-14,09:58:27,412813,2:17:20
2024-06-22,12:04:31,291080,0:58:51
2022-12-12,15:38:12,858146,3:19:50
2024-03-25,16:50:18,198055,3:02:06
2023-01-23,15:51:45,560710,3:08:45
2024-07-12,07:40:30,174715,2:07:09
2023-02-24,22:09:44,410576,2:50:25
2023-10-27,02:23:22,349392,1:35:36
2023-02-07,01:35:24,433478,1:58:23
2024-09-17,20:54:16,593762,1:30:23
2024-08-26,18:14:19,454207,3:28:46
2023-12-20,08:06:15,787418,2:58:16
2024-02-08,22:04:22,271794,0:43:30
2024-02-16,02:08:59,984814,3:57:01
2022-12-04,23:40:47,325439,1:08:56
2024-02-07,01:34:42,823525,3:57:08
2023-02-14,04:18:04,685316,1:26:23
2024-08-18,04:57:05,767885,0:18:41
2024-11-14,22:17:59,884689,3:25:46
2024-08-15,19:35:05,860669,2:45:16
2023-11-07,07:26:06,572069,3:54:10
2023-02-22,15:02:19,933465,0:15:15
2024-06-23,04:07:38,739323,2:17:21
2023-12-19,10:25:06,635801,3:22:53
2024-06-13,12:59:40,106832,3:50:41
2023-08-20,10:50:40,345432,2:47:37
2024-10-07,17:33:25,151348,3:18:16
2023-11-03,10:15:36,651928,1:04:11
2024-06-23,04:38:04,091923,1:24:09
2024-08-17,14:14:26,983024,1:56:56
2023-06-28,15:43:08,699594,3:38:56
2024-01-19,17:27:31,201547,3:03:15
2023-03-07,05:47:38,146075,3:52:40
2024-01-28,08:28:01,963735,1:17:47
2024-02-23,05:27:25,226280,3:43:55
2023-12-16,23:28:16,722007,1:53:43
2024-11-25,18:21:36,054966,2:21:39
2024-08-26,18:54:08,784393,2:50:10
2023-09-07,20:03:12,357504,1:08:19
2024-05-03,00:04:55,952716,0:00:21
2023-06-06,02:19:29,704702,1:20:51
2023-01-04,10:24:38,131559,0:53:49
2023-05-01,11:03:47,163426,3:35:50
2023-10-23,23:37:45,969431,1:07:55
2024-04-04,06:20:41,741758,2:26:43
2024-11-14,04:49:05,728415,2:12:35
2024-07-13,16:00:11,253238,3:29:11
2024-10-04,16:52:40,030615,2:01:29
2023-10-03,00:53:10,428393,0:01:42
2024-10-18,19:46:38,943610,1:19:17
2023-01-29,17:59:48,958306,3:23:19
2024-08-16,21:37:13,947865,2:14:46
2023-02-08,10:16:41,400069,2:21:19
2023-11-13,05:38:06,807679,2:09:14
2024-01-23,13:19:49,969168,2:31:53
2024-11-17,12:37:40,170671,0:51:35
2024-08-16,11:46:20,225372,3:32:29
2023-01-30,17:15:35,032257,2:55:01
2023-04-12,07:05:29,083715,1:16:28
2023-10-18,08:57:30,096227,3:50:21
2024-11-22,02:20:08,087649,3:06:18
2024-06-08,17:00:27,593054,0:45:50
2024-03-31,15:51:39,952325,1:50:19
2023-07-23,00:12:49,784544,3:55:08
2024-01-31,20:23:13,094193,3:37:21
2023-10-13,23:49:04,347466,3:40:17
2023-07-05,23:45:16,411240,3:34:21
2024-08-25,06:38:10,713107,2:34:48
2022-12-10,09:44:06,970191,1:45:19
2023-10-28,21:27:44,807089,3:23:29
2024-05-22,19:39:47,691682,3:30:13
2023-11-05,01:36:16,732429,3:36:47
2023-11-23,02:21:22,955057,0:09:51
2023-11-08,08:30:24,519810,0:04:42
2024-04-04,03:07:35,145618,2:59:05
2024-03-08,03:52:04,597844,2:35:50
2023-09-05,13:13:52,494265,0:26:36
2023-11-20,13:48:38,521942,0:41:57
2023-08-17,10:51:11,890957,3:18:37
2023-12-23,04:33:56,619540,1:24:53
2023-02-16,01:34:15,242160,3:47:22
2023-04-29,22:08:17,835411,0:19:01
2023-05-04,19:12:09,806429,1:35:00
2024-10-09,20:37:25,847078,1:46:44
2024-05-09,19:33:39,869866,3:31:24
2024-04-15,04:24:06,102576,3:55:52
2023-03-05,23:51:25,267829,2:22:32
2024-06-03,09:34:50,176372,0:37:25
2023-04-20,03:25:33,325174,1:56:49
2023-06-26,09:01:27,126783,0:14:06
2022-12-17,15:23:33,913510,0:41:27
2023-07-27,03:20:18,702536,1:15:59
2023-12-24,05:34:31,937501,0:44:53
2023-05-17,00:21:25,244359,0:04:35
2023-04-02,06:37:08,769004,2:10:52
2023-05-26,02:22:12,361349,3:54:38
2023-11-13,09:39:24,784217,2:00:46
2024-11-04,06:28:04,270845,0:41:04
2024-10-14,21:54:12,193497,1:15:00
2024-07-20,03:34:13,759217,3:11:00
2024-05-24,03:04:28,168977,0:52:06
2023-07-23,07:58:37,800442,3:42:25
2024-01-16,22:31:06,948328,1:29:31
2024-05-01,23:16:00,052929,1:17:42
2023-09-26,23:43:45,229515,3:38:46
2023-02-19,19:53:16,666992,0:57:38
2024-09-24,13:14:41,536670,1:51:01
2024-07-02,11:50:13,860549,2:35:35
2024-01-10,19:57:43,849954,3:20:30
2023-07-17,11:53:28,797273,3:01:13
2023-04-10,11:02:37,188456,1:15:11
2024-11-12,02:15:31,513741,3:19:00
2023-08-22,07:42:00,793112,0:46:36
2024-10-17,07:45:56,726955,0:23:52
2024-03-21,22:43:50,978390,0:24:05
2024-06-07,18:01:55,869931,3:03:32
2023-03-28,04:52:29,840220,3:42:41
2024-10-08,02:19:31,888794,2:27:13
2023-09-26,01:26:07,848760,3:05:00
2023-07-10,00:03:15,748325,3:51:02
2024-02-20,09:27:40,111776,1:20:07
2024-06-12,19:16:15,983884,2:15:19
2024-02-12,02:49:41,351671,0:10:50
2023-11-25,13:34:05,202369,3:33:59
2023-03-19,20:21:09,174452,2:37:15
2024-05-09,04:21:24,913225,1:21:29
2024-06-06,10:54:29,744517,0:20:35
2024-10-08,10:25:17,967338,0:33:29
2023-08-19,09:37:02,958945,0:32:02
2024-05-21,19:28:28,742832,1:43:55
2023-07-17,11:16:15,667119,1:36:00
2024-02-12,11:04:34,092741,1:06:11
2024-11-21,16:12:17,127394,1:24:16
2023-04-24,19:55:25,552187,3:51:36
2024-09-06,04:51:37,821613,3:44:45
2023-07-06,20:23:37,618946,0:55:08
2024-01-31,18:08:00,322703,0:11:42
2024-04-02,00:40:54,366364,2:02:58
2024-04-20,22:08:54,796802,3:03:01
2024-09-30,10:17:37,466908,2:08:51
2024-10-23,11:42:40,709913,0:58:31
2024-07-03,11:09:40,180586,1:23:01
2023-03-02,19:15:37,555711,1:37:12
2024-09-09,08:01:47,317803,1:33:59
2023-09-14,16:10:36,006215,0:07:51
2023-03-29,06:12:40,843944,1:00:05
2024-07-25,02:01:26,586455,3:08:56
2023-05-25,11:16:28,825128,3:13:25
2023-11-25,15:23:51,754265,2:17:18
2022-12-08,09:33:29,500223,1:34:33
2023-02-24,23:17:15,665671,1:47:09
2023-02-15,12:27:59,175202,3:21:07
2023-08-24,16:26:24,277842,1:20:24
2024-05-26,13:02:31,583828,0:51:05
2023-05-19,06:56:26,340418,2:00:20
2023-03-21,10:47:14,880295,2:21:50
2024-09-10,08:44:54,505213,1:34:06
2024-08-14,15:31:42,724633,3:07:55
2022-12-25,10:03:29,569602,0:21:20
2024-06-19,17:15:54,930238,2:53:50
2024-07-11,09:57:35,242033,1:39:03
2024-10-10,12:27:29,980959,1:29:14
2023-04-27,20:27:49,424549,3:18:56
2023-05-27,11:31:36,602543,2:19:51
2024-03-29,13:50:50,286958,3:46:15
2022-12-17,11:46:14,721306,1:31:28
2023-08-22,01:53:37,984708,2:27:00
2023-07-04,09:56:27,789081,1:20:28
2023-03-22,22:01:45,442082,0:56:31
2023-10-09,01:47:44,689327,2:14:23
2023-05-26,06:51:31,621817,1:52:31
2024-08-11,21:07:18,993293,1:53:42
2024-06-12,07:34:20,999427,0:46:06
2024-03-17,19:47:20,669708,1:38:01
2024-11-08,21:03:03,020592,0:17:56
2023-09-14,08:19:43,601122,2:33:27
2023-12-18,18:43:03,551925,2:32:39
2023-10-29,12:49:38,783754,3:56:20
2024-05-23,06:55:12,067581,0:36:13
2024-02-20,09:26:21,119523,1:56:16
2023-05-22,08:28:27,281887,1:33:08
2023-08-10,22:42:48,261275,1:44:03
2024-03-15,18:18:48,089175,3:47:35
2023-02-01,19:55:36,220417,2:02:23
2024-08-19,18:18:03,841915,3:41:43
2024-02-25,10:19:01,177505,2:52:03
2024-10-24,03:13:01,856351,0:05:46
2023-11-27,16:57:35,517997,1:42:49
2022-12-05,16:09:32,409233,0:52:08
2024-11-13,22:26:35,018703,1:14:37
2024-07-07,13:04:23,782723,2:47:51
2023-03-23,16:58:35,435459,0:42:31
2023-09-06,05:00:40,112779,1:10:54
2022-12-20,19:09:18,149651,1:29:16
2023-09-24,23:27:08,224684,1:07:05
2024-06-14,21:14:36,703223,0:54:07
2023-06-01,11:52:49,565127,1:43:59
2024-10-19,05:39:31,874185,3:07:08
2024-04-24,19:00:28,197749,0:22:20
2023-06-27,20:58:27,969306,0:58:02
2023-09-29,08:15:33,967646,1:36:17
2023-02-26,14:44:47,444316,0:38:49
2022-12-08,22:21:56,923886,0:03:52
2023-01-06,07:57:11,939777,0:44:33
2024-02-16,07:00:01,692809,1:51:56
2024-06-12,05:16:42,071851,0:42:15
2024-11-16,23:05:51,353269,3:59:09
2024-07-29,01:12:10,147985,1:55:33
2023-10-02,01:48:19,831309,0:04:50
2023-11-05,05:38:39,019983,1:11:09
2024-01-21,18:39:18,829347,3:54:17
2023-08-22,16:25:59,841178,1:27:30
2023-03-24,17:49:29,954452,1:39:57
2024-11-02,19:24:18,453988,3:57:14
2024-07-18,10:21:05,363672,1:42:27
2024-09-10,07:14:11,229510,1:31:22
2024-08-04,15:47:27,138626,3:21:59
2024-03-25,10:49:16,561598,3:46:06
2024-03-18,22:53:49,758561,1:56:40
2023-07-13,16:29:51,162982,1:54:19
2023-03-17,09:35:38,362718,2:03:46
2024-06-12,12:32:34,430278,3:44:14
2023-10-28,16:02:33,922576,0:44:46
2023-04-24,06:49:29,711097,1:54:54
2023-04-16,13:56:37,149324,1:31:28
2023-12-15,07:06:16,650698,2:23:35
2023-10-29,08:59:21,317007,2:39:26
2023-03-05,05:42:08,888317,0:26:28
2023-09-04,22:27:09,350008,3:04:58
2024-10-10,23:07:24,465478,1:03:45
2023-01-23,17:42:11,922064,1:27:51
2024-01-24,12:12:44,016368,1:58:26
2023-06-03,18:07:25,324044,0:16:09
2023-09-09,18:43:35,074965,2:15:18
2023-11-20,08:37:15,824815,1:04:26
2024-06-01,12:04:37,550887,2:07:45
2024-02-05,13:34:03,223887,3:37:59
2024-09-03,14:08:03,740283,3:24:05
2023-11-19,20:12:38,620160,0:52:21
2023-08-20,20:30:47,769794,0:23:58
2024-01-15,23:44:53,953969,2:55:45
2023-06-09,13:41:44,644999,0:29:28
2024-01-19,22:02:22,524173,1:15:41
2024-10-13,06:28:15,613984,0:59:15
2022-12-11,12:01:31,094638,3:08:44
2024-01-24,04:23:08,860127,1:12:39
2023-03-03,03:15:26,993672,1:44:26
2023-04-20,18:49:09,304264,0:45:01
2023-12-20,22:31:00,017065,2:23:32
2023-12-04,20:11:06,106764,1:23:02
2023-10-12,21:38:38,466684,1:17:45
2023-10-01,22:19:36,960011,2:55:25
2023-11-09,17:00:57,025119,2:50:51
2022-12-24,07:35:22,973139,3:26:34
2023-01-14,09:33:43,630684,2:43:53
2024-05-07,08:35:44,290212,0:27:17
2024-03-15,02:05:20,601638,2:52:01
2024-03-21,03:35:18,860713,0:35:04
2023-02-22,13:50:19,226301,2:53:41
2024-04-24,11:15:06,854789,1:21:12
2023-08-31,15:12:38,918855,3:15:50
2024-08-09,11:59:50,774856,1:51:16
2023-12-30,10:15:50,450291,0:42:24
2023-12-18,10:42:30,236177,0:39:31
2023-12-24,08:18:01,116772,2:53:57
2023-01-11,15:07:57,463713,2:32:10
2024-05-13,13:27:21,522935,1:29:24
2024-10-03,04:52:40,634270,2:34:02
2022-12-31,06:03:34,655981,3:59:19
2024-08-26,03:25:27,736534,3:14:17
2024-10-30,19:01:01,701153,2:13:06
2024-11-24,06:59:08,876298,2:29:52
2023-11-06,04:22:05,925090,1:33:01
2024-03-05,16:40:51,018237,3:28:28
2023-03-23,07:42:23,148041,0:32:27
2024-02-26,09:59:32,363963,3:21:23
2023-08-17,17:53:08,260421,0:24:51
2024-09-19,15:42:43,627088,1:18:35
2024-11-16,13:26:19,745183,2:55:50
2023-07-30,14:51:42,406275,2:33:46
2023-12-02,17:04:33,602952,2:14:03
2023-06-14,03:00:45,973183,1:50:47
2023-01-02,07:06:05,001528,2:09:10
2023-04-26,14:39:47,959178,0:02:30
2024-05-18,07:23:15,633814,2:31:24
2024-03-13,08:25:15,972791,3:44:17
2024-03-15,10:41:39,036180,0:03:21
2024-07-12,22:41:00,289613,3:52:31
2023-07-05,15:44:38,310502,1:27:27
2024-08-23,22:12:22,421149,3:32:17
2023-07-20,18:30:55,911047,1:22:20
2023-08-18,16:55:49,828514,3:48:00
2023-04-20,20:39:19,248133,0:06:55
2023-10-19,04:02:28,555925,2:26:46
2023-07-12,19:04:55,748396,0:10:07
2024-05-12,09:00:43,208092,3:36:07
2024-10-31,17:24:04,946998,2:08:07
2024-11-15,21:12:00,085189,3:46:57
2023-03-12,14:15:10,334152,0:04:15
2023-02-11,21:24:56,853104,3:15:14
2023-10-08,02:07:35,814377,3:40:19
2024-06-28,03:55:21,711334,3:20:47
2022-12-21,05:37:04,895594,2:22:36
2022-12-09,15:34:48,728309,2:09:53
2024-05-01,00:37:07,415761,3:58:23
2024-03-24,11:46:47,249150,2:23:30
2024-01-06,09:44:03,592211,2:25:06
2023-12-04,03:59:19,448389,3:31:27
2023-08-22,19:53:20,340751,2:14:45
2023-10-02,20:38:48,672969,2:48:08
2024-08-07,12:01:20,921163,0:22:48
2023-06-26,13:57:31,532974,3:11:43
2023-01-08,12:17:39,359039,3:42:36
2023-11-29,20:04:50,709385,0:13:08
2022-11-29,03:07:07,038240,3:04:28
2024-11-05,15:51:45,680234,1:37:17
2024-07-13,13:00:07,092001,3:27:35
2024-06-18,13:55:42,504915,2:51:54
2024-03-25,12:40:04,915535,1:53:15
2024-10-05,19:01:52,015413,3:22:58
2023-06-07,19:40:25,826699,0:42:45
2023-10-21,20:24:37,222056,3:55:55
2024-11-08,11:15:39,796210,0:02:11
2022-12-13,02:50:10,473741,3:29:37
2023-01-17,13:03:22,336559,2:30:23
2023-08-24,09:28:08,494167,2:18:16
2023-11-02,15:43:37,224216,2:46:16
2024-08-21,17:59:46,866001,2:10:23
2023-02-27,08:05:28,670070,0:09:42
2024-03-07,01:15:58,695734,2:29:00
2024-09-13,02:01:50,216869,2:39:11
2023-02-01,06:16:36,688752,0:50:54
2023-07-27,11:42:05,815054,2:35:40
2024-10-15,13:53:43,880604,3:13:48
2024-07-29,08:10:24,616804,2:31:08
2024-03-02,21:33:43,520481,1:40:50
2024-03-04,00:17:05,292117,0:23:38
2024-06-28,06:49:23,099855,1:50:08
2024-06-15,05:05:46,986184,3:21:04
2024-02-09,01:25:15,195891,0:31:18
2024-11-27,16:47:28,057705,2:05:54
2023-08-16,06:37:02,079577,3:33:21
2023-12-10,07:22:55,583467,0:31:08
2023-04-02,09:51:52,101968,1:56:32
2024-06-15,14:19:58,116772,3:58:44
2024-07-17,01:06:09,307804,2:58:55
2023-12-23,06:57:09,642005,2:27:30
2022-12-17,23:10:19,791475,0:24:16
2024-02-27,17:43:43,517121,3:23:02
2023-10-01,07:10:14,213403,1:27:28
2023-08-27,09:18:18,441309,1:11:09
2024-11-07,03:23:27,505057,2:07:09
2024-07-18,17:30:03,127043,0:26:25
2023-07-18,12:38:58,628617,0:49:32
2023-06-01,01:55:23,789411,3:25:13
2022-11-29,06:41:44,565755,1:01:14
2023-11-13,17:59:37,002436,2:20:20
2023-05-16,08:55:04,031929,1:51:08
2023-07-26,18:38:53,002487,0:13:15
2024-05-10,06:17:30,221367,2:14:56
2023-12-28,05:45:22,586382,1:01:50
2024-11-22,06:21:41,502196,2:13:00
2024-06-05,16:32:55,262486,1:52:30
2024-11-23,13:28:42,051500,2:25:25
2023-08-07,00:06:04,030530,0:36:30
2024-06-22,09:10:07,820009,2:47:49
2023-02-19,07:29:27,121647,3:05:41
2023-12-26,11:33:12,748545,0:13:19
2023-12-27,15:54:52,909328,3:34:04
2023-05-03,09:31:36,318613,0:58:14
2023-09-15,11:13:42,460444,0:15:04
2023-06-18,04:08:25,940841,0:28:17
2024-02-06,22:05:59,817693,1:55:15
2023-04-29,22:04:07,660980,1:21:15
2024-08-20,02:07:58,423840,2:33:47
2024-02-03,06:20:24,114650,2:37:16
2023-07-10,11:54:44,390066,2:39:57
2024-05-19,11:44:05,389484,2:48:20
2024-10-07,10:02:44,277393,1:37:10
2023-03-30,11:53:03,846291,1:09:00
2023-03-01,10:40:27,187775,3:02:28
2024-11-20,21:03:55,307288,3:40:39
2023-12-05,11:58:25,492884,2:47:17
2023-09-07,04:11:48,315081,1:32:59
2024-08-10,19:38:35,144325,1:34:20
2024-01-26,02:54:13,865822,2:34:35
2024-02-11,20:52:39,874775,0:02:13
2024-01-31,16:34:39,827509,3:03:43
2023-01-17,16:40:50,119886,3:05:09
2023-08-03,19:13:42,584580,1:53:04
2022-12-05,16:35:10,542719,2:34:13
2023-05-24,03:07:23,976132,0:59:26
2024-01-03,12:36:43,754830,3:31:25
2023-07-04,05:56:39,758061,1:03:20
2023-08-24,05:19:18,956324,0:03:53
2023-08-05,17:42:26,829195,2:07:40
2023-04-22,12:33:35,542031,2:56:59
2024-11-12,18:13:47,513169,1:22:57
2024-04-13,21:25:38,164027,0:21:34
2024-07-23,12:56:25,680299,2:27:47
2023-07-17,16:51:30,544275,3:10:17
2023-07-05,23:48:44,135780,1:59:08
2024-11-23,19:47:37,915423,2:05:47
2023-12-30,10:08:29,390607,3:08:01
2024-01-06,18:43:25,212603,3:55:22
2023-10-01,17:14:09,669837,3:25:23
2024-02-14,17:37:01,634249,0:30:11
2023-12-15,06:06:06,963543,2:49:10
2024-10-25,23:40:53,643763,1:15:15
2023-08-22,13:14:58,836718,3:01:21
2024-10-08,16:40:35,503115,0:20:26
2023-05-03,05:07:09,568272,1:29:21
2024-03-16,00:15:42,998714,0:32:54
2022-12-25,07:40:03,077535,1:03:52
2023-05-14,15:37:08,303006,3:33:03
2024-05-04,22:09:34,419075,0:28:31
2024-07-14,19:13:58,827675,0:55:34
2023-06-02,23:49:59,768464,2:00:56
2024-08-23,18:14:52,580801,3:40:43
2023-06-07,00:16:27,269333,1:55:43
2022-12-06,21:36:44,179330,1:09:56
2023-09-15,10:44:49,850698,1:42:29
2024-06-28,03:41:18,300769,3:15:02
2023-04-23,20:23:44,392563,2:22:31
2024-03-05,12:08:09,372099,0:46:33
2023-11-20,05:53:47,622127,3:09:30
2024-08-02,07:39:42,997874,0:43:09
2024-05-26,15:31:53,301773,3:21:20
2023-06-18,23:27:22,241672,2:19:58
2023-10-04,16:53:42,073242,2:22:26
2024-07-25,17:52:40,157712,0:39:35
2024-09-12,21:30:20,189250,0:30:31
2023-07-06,15:38:58,712391,2:20:01
2023-11-24,16:21:48,803217,3:10:14
2024-07-04,08:07:20,198935,3:39:09
2022-12-07,21:32:19,893642,2:33:46
2024-08-12,00:37:22,538237,2:11:28
2024-06-09,14:20:35,934493,1:50:10
2024-05-29,03:15:58,155731,0:22:50
2023-10-19,20:10:17,844763,0:18:26
2024-01-19,05:06:11,349390,2:46:31
2024-08-10,04:43:23,247180,3:48:47
2024-08-28,08:58:09,948509,2:46:44
2023-05-20,05:23:40,487664,1:07:26
2024-08-25,07:07:13,441576,3:28:55
2024-09-21,22:15:42,924017,2:58:40
2024-07-20,02:35:12,235440,3:43:48
2023-04-18,01:08:48,258316,3:22:50
2023-07-03,14:50:42,543247,0:14:44
2023-03-28,15:52:09,283248,0:20:30
2023-12-20,04:36:39,778378,3:44:30
2023-01-02,12:38:51,751579,3:51:30
