INVOICE_ID,TOTAL_AMOUNT,DISCOUNT,ISSUE_DATE,ORDER_ID
I000114,0,0.0,2022-04-28,O000114
I000115,0,0.0,2019-06-15,O000115
I000116,0,0.0,2022-09-04,O000116
I000117,0,0.0,2023-07-04,O000117
I000118,0,0.0,2023-08-09,O000118
I000119,0,0.0,2024-10-12,O000119
I000120,0,0.0,2020-10-26,O000120
I000121,0,0.0,2023-12-06,O000121
I000122,0,0.0,2021-08-23,O000122
I000123,0,0.0,2019-09-11,O000123
I000124,0,0.0,2024-11-14,O000124
I000125,0,0.0,2023-09-30,O000125
I000126,0,0.0,2019-09-22,O000126
I000127,0,0.0,2016-02-12,O000127
I000128,0,0.0,2024-09-11,O000128
I000129,0,0.0,2021-11-25,O000129
I000130,0,0.0,2022-03-06,O000130
I000131,0,0.0,2023-07-07,O000131
I000132,0,0.0,2022-01-03,O000132
I000133,0,0.0,2024-10-10,O000133
I000134,0,0.0,2023-08-30,O000134
I000135,0,0.0,2020-08-23,O000135
I000136,0,0.0,2022-09-27,O000136
I000137,0,0.0,2020-02-10,O000137
I000138,0,0.0,2020-03-13,O000138
I000139,0,0.0,2018-09-16,O000139
I000140,0,0.0,2020-08-21,O000140
I000141,0,0.0,2024-11-17,O000141
I000142,0,0.0,2023-04-07,O000142
I000143,0,0.0,2021-03-07,O000143
I000144,0,0.0,2022-07-02,O000144
I000145,0,0.0,2023-10-11,O000145
I000146,0,0.0,2022-08-18,O000146
I000147,0,0.0,2017-08-03,O000147
I000148,0,0.0,2022-08-19,O000148
I000149,0,0.0,2024-06-02,O000149
I000150,0,0.0,2017-11-25,O000150
I000151,0,0.0,2024-06-26,O000151
I000152,0,0.0,2016-12-05,O000152
I000153,0,0.0,2024-05-03,O000153
I000154,0,0.0,2021-03-07,O000154
I000155,0,0.0,2020-05-18,O000155
I000156,0,0.0,2022-12-14,O000156
I000157,0,0.0,2017-12-01,O000157
I000158,0,0.0,2016-09-19,O000158
I000159,0,0.0,2022-11-11,O000159
I000160,0,0.0,2022-07-04,O000160
I000161,0,0.0,2019-11-17,O000161
I000162,0,0.0,2016-04-07,O000162
I000163,0,0.0,2021-08-01,O000163
I000164,0,0.0,2024-04-16,O000164
I000165,0,0.0,2019-05-04,O000165
I000166,0,0.0,2023-07-26,O000166
I000167,0,0.0,2021-02-08,O000167
I000168,0,0.0,2022-12-31,O000168
I000169,0,0.0,2021-04-25,O000169
I000170,0,0.0,2021-12-31,O000170
I000171,0,0.0,2022-12-26,O000171
I000172,0,0.0,2019-05-12,O000172
I000173,0,0.0,2022-10-11,O000173
I000174,0,0.0,2018-10-02,O000174
I000175,0,0.0,2024-11-23,O000175
I000176,0,0.0,2022-09-13,O000176
I000177,0,0.0,2023-07-19,O000177
I000178,0,0.0,2024-05-02,O000178
I000179,0,0.0,2016-06-03,O000179
I000180,0,0.0,2024-06-01,O000180
I000181,0,0.0,2020-05-15,O000181
I000182,0,0.0,2024-11-18,O000182
I000183,0,0.0,2024-01-24,O000183
I000184,0,0.0,2018-12-05,O000184
I000185,0,0.0,2019-11-30,O000185
I000186,0,0.0,2018-10-02,O000186
I000187,0,0.0,2021-04-13,O000187
I000188,0,0.0,2021-08-29,O000188
I000189,0,0.0,2023-02-24,O000189
I000190,0,0.0,2020-08-10,O000190
I000191,0,0.0,2022-12-28,O000191
I000192,0,0.0,2016-11-27,O000192
I000193,0,0.0,2020-02-09,O000193
I000194,0,0.0,2021-08-05,O000194
I000195,0,0.0,2023-07-05,O000195
I000196,0,0.0,2024-07-02,O000196
I000197,0,0.0,2018-01-26,O000197
I000198,0,0.0,2024-07-15,O000198
I000199,0,0.0,2024-09-27,O000199
I000200,0,0.0,2022-04-24,O000200
I000201,0,0.0,2024-05-09,O000201
I000202,0,0.0,2021-07-31,O000202
I000203,0,0.0,2018-03-05,O000203
I000204,0,0.0,2018-01-30,O000204
I000205,0,0.0,2020-02-20,O000205
I000206,0,0.0,2022-06-29,O000206
I000207,0,0.0,2020-01-10,O000207
I000208,0,0.0,2023-09-22,O000208
I000209,0,0.0,2024-02-12,O000209
I000210,0,0.0,2024-02-21,O000210
I000211,0,0.0,2021-07-17,O000211
I000212,0,0.0,2023-10-11,O000212
I000213,0,0.0,2024-01-23,O000213
I000214,0,0.0,2018-09-19,O000214
I000215,0,0.0,2024-08-01,O000215
I000216,0,0.0,2020-05-16,O000216
I000217,0,0.0,2024-11-23,O000217
I000218,0,0.0,2023-10-14,O000218
I000219,0,0.0,2020-09-07,O000219
I000220,0,0.0,2021-08-25,O000220
I000221,0,0.0,2022-11-09,O000221
I000222,0,0.0,2024-10-30,O000222
I000223,0,0.0,2024-11-16,O000223
I000224,0,0.0,2022-05-16,O000224
I000225,0,0.0,2022-04-08,O000225
I000226,0,0.0,2020-05-12,O000226
I000227,0,0.0,2023-08-20,O000227
I000228,0,0.0,2024-02-18,O000228
I000229,0,0.0,2020-09-10,O000229
I000230,0,0.0,2015-10-07,O000230
I000231,0,0.0,2022-08-18,O000231
I000232,0,0.0,2023-04-09,O000232
I000233,0,0.0,2020-03-21,O000233
I000234,0,0.0,2023-12-09,O000234
I000235,0,0.0,2024-10-09,O000235
I000236,0,0.0,2020-04-28,O000236
I000237,0,0.0,2022-06-25,O000237
I000238,0,0.0,2021-05-22,O000238
I000239,0,0.0,2024-02-07,O000239
I000240,0,0.0,2023-11-21,O000240
I000241,0,0.0,2017-10-02,O000241
I000242,0,0.0,2020-09-30,O000242
I000243,0,0.0,2019-05-04,O000243
I000244,0,0.0,2024-10-16,O000244
I000245,0,0.0,2022-10-11,O000245
I000246,0,0.0,2020-08-19,O000246
I000247,0,0.0,2019-11-24,O000247
I000248,0,0.0,2023-11-23,O000248
I000249,0,0.0,2021-04-13,O000249
I000250,0,0.0,2023-01-01,O000250
I000251,0,0.0,2023-07-11,O000251
I000252,0,0.0,2022-11-09,O000252
I000253,0,0.0,2023-11-10,O000253
I000254,0,0.0,2016-12-05,O000254
I000255,0,0.0,2021-02-11,O000255
I000256,0,0.0,2024-01-18,O000256
I000257,0,0.0,2023-06-11,O000257
I000258,0,0.0,2024-09-27,O000258
I000259,0,0.0,2023-02-10,O000259
I000260,0,0.0,2016-05-27,O000260
I000261,0,0.0,2018-12-12,O000261
I000262,0,0.0,2024-04-25,O000262
I000263,0,0.0,2024-03-16,O000263
I000264,0,0.0,2019-10-07,O000264
I000265,0,0.0,2024-10-31,O000265
I000266,0,0.0,2022-12-10,O000266
I000267,0,0.0,2024-06-05,O000267
I000268,0,0.0,2021-05-23,O000268
I000269,0,0.0,2021-01-23,O000269
I000270,0,0.0,2024-08-18,O000270
I000271,0,0.0,2024-11-01,O000271
I000272,0,0.0,2022-11-19,O000272
I000273,0,0.0,2022-05-05,O000273
I000274,0,0.0,2018-11-20,O000274
I000275,0,0.0,2022-06-08,O000275
I000276,0,0.0,2022-09-26,O000276
I000277,0,0.0,2019-06-15,O000277
I000278,0,0.0,2021-09-13,O000278
I000279,0,0.0,2021-10-13,O000279
I000280,0,0.0,2022-04-26,O000280
I000281,0,0.0,2023-12-05,O000281
I000282,0,0.0,2022-10-08,O000282
I000283,0,0.0,2023-01-18,O000283
I000284,0,0.0,2021-09-04,O000284
I000285,0,0.0,2019-11-23,O000285
I000286,0,0.0,2023-04-08,O000286
I000287,0,0.0,2024-11-27,O000287
I000288,0,0.0,2022-12-05,O000288
I000289,0,0.0,2017-04-20,O000289
I000290,0,0.0,2019-02-11,O000290
I000291,0,0.0,2021-09-01,O000291
I000292,0,0.0,2018-05-25,O000292
I000293,0,0.0,2022-07-25,O000293
I000294,0,0.0,2024-11-07,O000294
I000295,0,0.0,2021-09-18,O000295
I000296,0,0.0,2022-06-05,O000296
I000297,0,0.0,2020-12-17,O000297
I000298,0,0.0,2021-12-17,O000298
I000299,0,0.0,2024-05-09,O000299
I000300,0,0.0,2018-11-11,O000300
I000301,0,0.0,2021-11-06,O000301
I000302,0,0.0,2019-12-21,O000302
I000303,0,0.0,2020-01-16,O000303
I000304,0,0.0,2024-06-08,O000304
I000305,0,0.0,2018-12-07,O000305
I000306,0,0.0,2020-05-18,O000306
I000307,0,0.0,2020-11-02,O000307
I000308,0,0.0,2023-08-27,O000308
I000309,0,0.0,2024-10-09,O000309
I000310,0,0.0,2018-06-18,O000310
I000311,0,0.0,2020-03-24,O000311
I000312,0,0.0,2022-11-02,O000312
I000313,0,0.0,2021-01-09,O000313
I000314,0,0.0,2024-04-06,O000314
I000315,0,0.0,2022-05-05,O000315
I000316,0,0.0,2019-10-21,O000316
I000317,0,0.0,2023-01-21,O000317
I000318,0,0.0,2018-12-08,O000318
I000319,0,0.0,2021-04-21,O000319
I000320,0,0.0,2022-02-01,O000320
I000321,0,0.0,2018-03-01,O000321
I000322,0,0.0,2024-08-11,O000322
I000323,0,0.0,2022-06-05,O000323
I000324,0,0.0,2022-08-25,O000324
I000325,0,0.0,2024-11-28,O000325
I000326,0,0.0,2017-07-18,O000326
I000327,0,0.0,2024-06-18,O000327
I000328,0,0.0,2023-01-18,O000328
I000329,0,0.0,2024-01-02,O000329
I000330,0,0.0,2024-10-17,O000330
I000331,0,0.0,2024-11-26,O000331
I000332,0,0.0,2018-07-30,O000332
I000333,0,0.0,2024-09-20,O000333
I000334,0,0.0,2021-01-09,O000334
I000335,0,0.0,2023-09-23,O000335
I000336,0,0.0,2021-12-13,O000336
I000337,0,0.0,2022-12-31,O000337
I000338,0,0.0,2021-08-14,O000338
I000339,0,0.0,2021-12-16,O000339
I000340,0,0.0,2018-03-27,O000340
I000341,0,0.0,2023-07-26,O000341
I000342,0,0.0,2023-03-13,O000342
I000343,0,0.0,2022-08-19,O000343
I000344,0,0.0,2024-11-01,O000344
I000345,0,0.0,2022-11-16,O000345
I000346,0,0.0,2017-04-25,O000346
I000347,0,0.0,2017-10-16,O000347
I000348,0,0.0,2021-12-23,O000348
I000349,0,0.0,2021-12-20,O000349
I000350,0,0.0,2023-02-20,O000350
I000351,0,0.0,2022-10-16,O000351
I000352,0,0.0,2016-08-22,O000352
I000353,0,0.0,2022-11-06,O000353
I000354,0,0.0,2021-10-30,O000354
I000355,0,0.0,2024-10-23,O000355
I000356,0,0.0,2023-08-12,O000356
I000357,0,0.0,2024-11-07,O000357
I000358,0,0.0,2021-11-05,O000358
I000359,0,0.0,2023-08-15,O000359
I000360,0,0.0,2021-08-19,O000360
I000361,0,0.0,2023-12-07,O000361
I000362,0,0.0,2018-09-23,O000362
I000363,0,0.0,2024-01-05,O000363
I000364,0,0.0,2016-11-04,O000364
I000365,0,0.0,2022-12-12,O000365
I000366,0,0.0,2022-05-05,O000366
I000367,0,0.0,2024-06-17,O000367
I000368,0,0.0,2023-05-07,O000368
I000369,0,0.0,2018-09-06,O000369
I000370,0,0.0,2021-09-27,O000370
I000371,0,0.0,2023-03-17,O000371
I000372,0,0.0,2024-09-25,O000372
I000373,0,0.0,2022-09-09,O000373
I000374,0,0.0,2023-04-04,O000374
I000375,0,0.0,2023-11-11,O000375
I000376,0,0.0,2021-10-20,O000376
I000377,0,0.0,2018-11-18,O000377
I000378,0,0.0,2022-04-13,O000378
I000379,0,0.0,2024-01-22,O000379
I000380,0,0.0,2024-11-27,O000380
I000381,0,0.0,2016-12-29,O000381
I000382,0,0.0,2023-02-07,O000382
I000383,0,0.0,2023-08-04,O000383
I000384,0,0.0,2019-06-21,O000384
I000385,0,0.0,2020-07-21,O000385
I000386,0,0.0,2023-02-15,O000386
I000387,0,0.0,2020-02-15,O000387
I000388,0,0.0,2016-11-22,O000388
I000389,0,0.0,2021-07-17,O000389
I000390,0,0.0,2018-08-09,O000390
I000391,0,0.0,2021-09-19,O000391
I000392,0,0.0,2019-01-12,O000392
I000393,0,0.0,2023-02-28,O000393
I000394,0,0.0,2019-05-14,O000394
I000395,0,0.0,2024-02-24,O000395
I000396,0,0.0,2021-12-13,O000396
I000397,0,0.0,2022-11-18,O000397
I000398,0,0.0,2019-10-10,O000398
I000399,0,0.0,2024-06-06,O000399
I000400,0,0.0,2022-02-28,O000400
I000401,0,0.0,2019-10-03,O000401
I000402,0,0.0,2022-03-06,O000402
I000403,0,0.0,2024-11-19,O000403
I000404,0,0.0,2022-04-23,O000404
I000405,0,0.0,2024-04-30,O000405
I000406,0,0.0,2021-01-22,O000406
I000407,0,0.0,2019-01-06,O000407
I000408,0,0.0,2021-12-06,O000408
I000409,0,0.0,2021-02-14,O000409
I000410,0,0.0,2022-03-05,O000410
I000411,0,0.0,2022-05-29,O000411
I000412,0,0.0,2024-08-06,O000412
I000413,0,0.0,2020-02-01,O000413
I000414,0,0.0,2024-10-11,O000414
I000415,0,0.0,2022-10-16,O000415
I000416,0,0.0,2022-07-13,O000416
I000417,0,0.0,2024-11-03,O000417
I000418,0,0.0,2024-11-01,O000418
I000419,0,0.0,2017-03-08,O000419
I000420,0,0.0,2023-02-23,O000420
I000421,0,0.0,2017-07-05,O000421
I000422,0,0.0,2023-03-30,O000422
I000423,0,0.0,2024-11-22,O000423
I000424,0,0.0,2023-08-19,O000424
I000425,0,0.0,2022-01-12,O000425
I000426,0,0.0,2021-09-09,O000426
I000427,0,0.0,2020-06-08,O000427
I000428,0,0.0,2021-12-15,O000428
I000429,0,0.0,2019-03-25,O000429
I000430,0,0.0,2024-10-31,O000430
I000431,0,0.0,2023-02-12,O000431
I000432,0,0.0,2021-06-26,O000432
I000433,0,0.0,2020-06-18,O000433
I000434,0,0.0,2024-09-06,O000434
I000435,0,0.0,2022-12-29,O000435
I000436,0,0.0,2019-06-12,O000436
I000437,0,0.0,2019-05-06,O000437
I000438,0,0.0,2020-02-28,O000438
I000439,0,0.0,2021-12-08,O000439
I000440,0,0.0,2022-08-06,O000440
I000441,0,0.0,2022-09-01,O000441
I000442,0,0.0,2023-08-02,O000442
I000443,0,0.0,2023-01-19,O000443
I000444,0,0.0,2022-03-07,O000444
I000445,0,0.0,2022-07-25,O000445
I000446,0,0.0,2023-06-24,O000446
I000447,0,0.0,2022-09-05,O000447
I000448,0,0.0,2021-12-27,O000448
I000449,0,0.0,2021-09-24,O000449
I000450,0,0.0,2016-07-28,O000450
I000451,0,0.0,2021-01-30,O000451
I000452,0,0.0,2019-12-22,O000452
I000453,0,0.0,2024-07-11,O000453
I000454,0,0.0,2022-01-31,O000454
I000455,0,0.0,2024-11-23,O000455
I000456,0,0.0,2018-10-10,O000456
I000457,0,0.0,2022-04-14,O000457
I000458,0,0.0,2024-11-05,O000458
I000459,0,0.0,2023-01-15,O000459
I000460,0,0.0,2024-09-14,O000460
I000461,0,0.0,2021-05-10,O000461
I000462,0,0.0,2024-02-05,O000462
I000463,0,0.0,2019-08-24,O000463
I000464,0,0.0,2022-05-01,O000464
I000465,0,0.0,2019-04-05,O000465
I000466,0,0.0,2023-02-25,O000466
I000467,0,0.0,2022-06-25,O000467
I000468,0,0.0,2018-11-18,O000468
I000469,0,0.0,2022-06-28,O000469
I000470,0,0.0,2023-06-19,O000470
I000471,0,0.0,2021-09-17,O000471
I000472,0,0.0,2021-10-04,O000472
I000473,0,0.0,2023-01-18,O000473
I000474,0,0.0,2018-11-16,O000474
I000475,0,0.0,2021-05-14,O000475
I000476,0,0.0,2020-08-08,O000476
I000477,0,0.0,2019-02-05,O000477
I000478,0,0.0,2023-12-25,O000478
I000479,0,0.0,2022-04-15,O000479
I000480,0,0.0,2018-05-10,O000480
I000481,0,0.0,2024-11-30,O000481
I000482,0,0.0,2023-11-03,O000482
I000483,0,0.0,2020-11-12,O000483
I000484,0,0.0,2020-05-27,O000484
I000485,0,0.0,2017-10-29,O000485
I000486,0,0.0,2020-12-05,O000486
I000487,0,0.0,2016-12-07,O000487
I000488,0,0.0,2024-04-11,O000488
I000489,0,0.0,2023-12-07,O000489
I000490,0,0.0,2021-12-20,O000490
I000491,0,0.0,2022-09-20,O000491
I000492,0,0.0,2019-12-30,O000492
I000493,0,0.0,2024-07-12,O000493
I000494,0,0.0,2015-11-23,O000494
I000495,0,0.0,2024-02-21,O000495
I000496,0,0.0,2023-08-11,O000496
I000497,0,0.0,2023-12-11,O000497
I000498,0,0.0,2022-10-13,O000498
I000499,0,0.0,2019-03-09,O000499
I000500,0,0.0,2024-08-26,O000500
I000501,0,0.0,2022-06-27,O000501
I000502,0,0.0,2024-05-01,O000502
I000503,0,0.0,2020-02-16,O000503
I000504,0,0.0,2024-02-10,O000504
I000505,0,0.0,2017-09-14,O000505
I000506,0,0.0,2020-10-16,O000506
I000507,0,0.0,2023-10-23,O000507
I000508,0,0.0,2017-09-21,O000508
I000509,0,0.0,2022-03-15,O000509
I000510,0,0.0,2017-11-19,O000510
I000511,0,0.0,2020-08-19,O000511
I000512,0,0.0,2023-02-16,O000512
I000513,0,0.0,2022-10-23,O000513
I000514,0,0.0,2021-10-28,O000514
I000515,0,0.0,2024-07-30,O000515
I000516,0,0.0,2024-11-28,O000516
I000517,0,0.0,2023-02-12,O000517
I000518,0,0.0,2024-07-21,O000518
I000519,0,0.0,2016-12-18,O000519
I000520,0,0.0,2022-12-17,O000520
I000521,0,0.0,2024-09-16,O000521
I000522,0,0.0,2022-08-20,O000522
I000523,0,0.0,2023-11-13,O000523
I000524,0,0.0,2023-03-06,O000524
I000525,0,0.0,2024-01-26,O000525
I000526,0,0.0,2018-06-29,O000526
I000527,0,0.0,2024-10-20,O000527
I000528,0,0.0,2020-02-02,O000528
I000529,0,0.0,2024-02-19,O000529
I000530,0,0.0,2022-07-03,O000530
I000531,0,0.0,2019-11-25,O000531
I000532,0,0.0,2020-02-27,O000532
I000533,0,0.0,2021-11-25,O000533
I000534,0,0.0,2021-08-10,O000534
I000535,0,0.0,2022-09-23,O000535
I000536,0,0.0,2019-07-23,O000536
I000537,0,0.0,2022-04-25,O000537
I000538,0,0.0,2022-04-07,O000538
I000539,0,0.0,2023-06-21,O000539
I000540,0,0.0,2023-01-28,O000540
I000541,0,0.0,2017-07-07,O000541
I000542,0,0.0,2021-04-08,O000542
I000543,0,0.0,2022-08-30,O000543
I000544,0,0.0,2024-01-15,O000544
I000545,0,0.0,2022-12-19,O000545
I000546,0,0.0,2024-08-14,O000546
I000547,0,0.0,2023-11-24,O000547
I000548,0,0.0,2023-09-14,O000548
I000549,0,0.0,2022-03-08,O000549
I000550,0,0.0,2023-11-28,O000550
I000551,0,0.0,2024-10-30,O000551
I000552,0,0.0,2015-04-13,O000552
I000553,0,0.0,2020-12-23,O000553
I000554,0,0.0,2022-06-18,O000554
I000555,0,0.0,2020-10-28,O000555
I000556,0,0.0,2021-01-31,O000556
I000557,0,0.0,2015-12-13,O000557
I000558,0,0.0,2021-04-26,O000558
I000559,0,0.0,2022-11-26,O000559
I000560,0,0.0,2018-11-10,O000560
I000561,0,0.0,2024-11-04,O000561
I000562,0,0.0,2023-02-20,O000562
I000563,0,0.0,2023-10-19,O000563
I000564,0,0.0,2020-09-21,O000564
I000565,0,0.0,2024-03-05,O000565
I000566,0,0.0,2022-05-23,O000566
I000567,0,0.0,2020-03-22,O000567
I000568,0,0.0,2022-09-09,O000568
I000569,0,0.0,2024-11-16,O000569
I000570,0,0.0,2020-09-01,O000570
I000571,0,0.0,2019-11-14,O000571
I000572,0,0.0,2024-11-16,O000572
I000573,0,0.0,2021-09-16,O000573
I000574,0,0.0,2017-11-24,O000574
I000575,0,0.0,2018-10-14,O000575
I000576,0,0.0,2023-12-13,O000576
I000577,0,0.0,2017-07-26,O000577
I000578,0,0.0,2024-07-29,O000578
I000579,0,0.0,2022-03-06,O000579
I000580,0,0.0,2021-11-15,O000580
I000581,0,0.0,2020-12-24,O000581
I000582,0,0.0,2022-03-01,O000582
I000583,0,0.0,2019-08-14,O000583
I000584,0,0.0,2022-08-21,O000584
I000585,0,0.0,2018-11-12,O000585
I000586,0,0.0,2024-01-05,O000586
I000587,0,0.0,2024-10-30,O000587
I000588,0,0.0,2022-10-26,O000588
I000589,0,0.0,2021-04-19,O000589
I000590,0,0.0,2024-01-15,O000590
I000591,0,0.0,2019-05-19,O000591
I000592,0,0.0,2021-11-03,O000592
I000593,0,0.0,2024-05-15,O000593
I000594,0,0.0,2019-11-11,O000594
I000595,0,0.0,2018-01-28,O000595
I000596,0,0.0,2023-03-09,O000596
I000597,0,0.0,2024-05-16,O000597
I000598,0,0.0,2021-09-28,O000598
I000599,0,0.0,2018-10-05,O000599
I000600,0,0.0,2022-08-15,O000600
I000601,0,0.0,2023-08-26,O000601
I000602,0,0.0,2024-05-09,O000602
I000603,0,0.0,2020-07-19,O000603
I000604,0,0.0,2022-01-12,O000604
I000605,0,0.0,2021-12-10,O000605
I000606,0,0.0,2024-04-30,O000606
I000607,0,0.0,2022-07-03,O000607
I000608,0,0.0,2020-11-30,O000608
I000609,0,0.0,2023-05-24,O000609
I000610,0,0.0,2023-01-15,O000610
I000611,0,0.0,2021-10-08,O000611
I000612,0,0.0,2018-09-05,O000612
I000613,0,0.0,2021-09-25,O000613
I000614,0,0.0,2018-07-02,O000614
I000615,0,0.0,2022-10-11,O000615
I000616,0,0.0,2022-03-21,O000616
I000617,0,0.0,2018-12-17,O000617
I000618,0,0.0,2024-11-12,O000618
I000619,0,0.0,2022-08-05,O000619
I000620,0,0.0,2022-02-19,O000620
I000621,0,0.0,2020-12-17,O000621
I000622,0,0.0,2022-01-14,O000622
I000623,0,0.0,2023-08-29,O000623
I000624,0,0.0,2023-04-26,O000624
I000625,0,0.0,2022-08-25,O000625
I000626,0,0.0,2019-06-10,O000626
I000627,0,0.0,2021-07-21,O000627
I000628,0,0.0,2020-02-03,O000628
I000629,0,0.0,2021-04-13,O000629
I000630,0,0.0,2022-05-04,O000630
I000631,0,0.0,2024-02-19,O000631
I000632,0,0.0,2024-11-14,O000632
I000633,0,0.0,2023-10-17,O000633
I000634,0,0.0,2020-11-27,O000634
I000635,0,0.0,2019-12-30,O000635
I000636,0,0.0,2019-10-29,O000636
I000637,0,0.0,2023-12-02,O000637
I000638,0,0.0,2023-07-20,O000638
I000639,0,0.0,2021-06-09,O000639
I000640,0,0.0,2024-02-05,O000640
I000641,0,0.0,2022-04-30,O000641
I000642,0,0.0,2024-04-13,O000642
I000643,0,0.0,2022-02-20,O000643
I000644,0,0.0,2016-12-05,O000644
I000645,0,0.0,2024-01-29,O000645
I000646,0,0.0,2024-08-22,O000646
I000647,0,0.0,2022-01-27,O000647
I000648,0,0.0,2022-02-27,O000648
I000649,0,0.0,2021-12-08,O000649
I000650,0,0.0,2022-05-21,O000650
I000651,0,0.0,2024-09-30,O000651
I000652,0,0.0,2022-04-15,O000652
I000653,0,0.0,2024-10-10,O000653
I000654,0,0.0,2022-12-02,O000654
I000655,0,0.0,2021-01-21,O000655
I000656,0,0.0,2024-09-17,O000656
I000657,0,0.0,2024-04-14,O000657
I000658,0,0.0,2021-03-31,O000658
I000659,0,0.0,2022-02-25,O000659
I000660,0,0.0,2019-01-10,O000660
I000661,0,0.0,2021-09-17,O000661
I000662,0,0.0,2024-08-25,O000662
